CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-23613,, integer underflow,heap overflow, ,unauthenticated attacker,xrdp, ,sesman server
CVE-2022-2399, Use after free, ,heap corruption,crafted HTML page,remote attacker,Google Chrome, ,WebGPU
CVE-2022-24030, SMM memory corruption, ,escalating privileges to SMM, ,attacker,Insyde InsydeH2O, ,AhciBusDxe
CVE-2022-24031, SMM memory corruption, ,escalating privileges to SMM, ,attacker,Insyde InsydeH2O, ,NvmExpressDxe
CVE-2022-24063, lack of proper validation of user-supplied data, ,memory corruption,malicious page or file,remote attackers,Sante DICOM Viewer Pro,13.2.0.21165,parsing of JP2 files
CVE-2022-24191, infinite loop,buffer overflow,, , ,HTMLDOC,1.9.14,gif_read_lzw function
CVE-2022-24310,, Integer Overflow or Wraparound | heap-based buffer overflow,denial of service|remote code execution,multiple specially crafted messages,attacker,Interactive Graphical SCADA System Data Server,V15.0.0.22020 and prior,
CVE-2022-24313, Buffer Copy without Checking Size of Input,stack-based buffer overflow,remote code execution,specially crafted message,attacker,Interactive Graphical SCADA System Data Server,V15.0.0.22020 and prior,
CVE-2022-24314,, Out-of-bounds Read,memory leaks|denial of service,specially crafted message,attacker,Interactive Graphical SCADA System Data Server,V15.0.0.22020 and prior,
CVE-2022-24324, Buffer Copy without Checking Size of Input,stack-based buffer overflow,remote code execution,specially crafted message,attacker,IGSS Data Server, ,IGSSdataServer.exe
CVE-2022-24675, , ,stack overflow,large amount of PEM data, ,encoding/pem in Go,before 1.17.9 and 1.18.x before 1.18.1,Decode
CVE-2022-24724,, integer overflow,heap memory corruption,tables who's marker rows contain more than UINT16_MAX columns, ,cmark-gfm,Prior to versions 0.29.0.gfm.3 and 0.28.3.gfm.2,
CVE-2022-2477, Use after free, ,heap corruption,crafted HTML page,remote attacker,Google Chrome,prior to 103.0.5060.134,Guest View
CVE-2022-2478, Use after free, ,heap corruption,crafted HTML page,remote attacker,Google Chrome,prior to 103.0.5060.134,PDF
CVE-2022-24795,, integer overflow,heap memory corruption,large (~2GB) inputs, , yajl-ruby,1.x branch and the 2.x branch,
CVE-2022-2480, Use after free, ,heap corruption,crafted HTML page,remote attacker,Google Chrome,prior to 103.0.5060.134,Service Worker API
CVE-2022-2481, Use after free, ,heap corruption,UI interaction,remote attacker,Google Chrome,prior to 103.0.5060.134,Views
CVE-2022-24903,, heap buffer overflow,segfault or some other malfunction,octet-counted framing, ,Rsyslog, ,Modules for TCP syslog reception
CVE-2022-24936,,Out-of-Bounds error,overwrite flash Sign key and OTA decryption key,malicious bootloader upgrade,attacker,Silicon Labs Gecko Bootloader,version 4.0.1 and earlier,GBL parser
CVE-2022-24949, race condition | logic bug,buffer overflow,privilege escalation to root, , ,Eternal Terminal,prior to version 6.2.0,PipeSocketHandler::listen()
CVE-2022-32647, improper input validation, ,out of bounds write, , ,ccu, ,
CVE-2022-35466, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35467, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35468, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35470, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35471, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35474, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35475, , heap-buffer overflow, , , ,OTFCC,v0.10.4,
CVE-2022-35623, , heap overflow, ,series of segmented control packets and access packets with the same SeqAuth, ,Nordic nRF5 SDK for Mesh,5,
CVE-2022-35624, , heap overflow, ,series of segmented packets with SegO > SegN, ,Nordic nRF5 SDK for Mesh,5,
CVE-2022-25168,does not escape the input file name before being passed to the shell, ,arbitrary commands, ,attacker,Apache Hadoop, ,FileUtil.unTar(File File) API
CVE-2022-1572,does not have authorisation and CSRF checks, ,delete arbitrary file,AJAX action,authenticated users,HTML2WP WordPress plugin,through 1.0.0,
CVE-2022-1574,does not have authorisation and CSRF checks when importing files and does not validate them, ,upload arbitrary files, ,unauthenticated attackers,HTML2WP WordPress plugin,through 1.0.0,
CVE-2022-1589,does not properly check for authorisation and is also missing CSRF check, ,change the settings, ,unauthenticated users,Change wp-admin login WordPress plugin,before 1.1.0,
CVE-2022-1648,,relative path traversal,Remote Code Execution, ,privileged user,Pandora FMS,v7.0NG.760 and below,File Manager
CVE-2022-1655,Incorrect Permission Assignment for Critical Resource, ,loss of confidentiality and integrity, , ,Horizon on Red Hat OpenStack, ,
CVE-2022-1661, , directory traversal,obtain arbitrary operating system files, , , , ,
CVE-2022-20213,tapjacking/overlay attack, ,DoS, , ,Android,Android-10 Android-11 Android-12,ApplicationsDetailsActivity of AndroidManifest.xml
CVE-2022-20775,improper access controls, ,gain elevated privileges,malicious command, local attacker,Cisco SD-WAN Software, ,CLI
CVE-2022-20818,improper access controls, ,gain elevated privileges,malicious command, local attacker,Cisco SD-WAN Software, ,CLI
CVE-2022-20858, , ,execute arbitrary commands|read or upload container image files|cross-site request forgery attack, unauthenticated, remote attacker,Cisco Nexus Dashboard, ,
CVE-2022-2106,does not validate the filenames sufficiently, ,path traversal attacks, ,authenticated administrator-level users,Elcomplus SmartICS,v2.3.4.0,
CVE-2022-2120, , relative path traversal,write DICOM files into arbitrary directories, , ,OFFIS DCMTK,All versions prior to 3.6.7,service class user (SCU)
CVE-2022-2180,does not properly validate uploaded custom font packages | does not perform any authorization or csrf checks, ,remote code execution (RCE),upload arbitrary files,unauthenticated attacker,GREYD.SUITE WordPress theme, ,
CVE-2022-22330,failure to set the HTTPOnly flag, ,obtain sensitive information, ,remote attacker,IBM Control Desk,7.6.1,
CVE-2022-22914,incorrect access control, ,view and download content,path traversal,authenticated attackers,Ovidentia CMS,6,FileManager
CVE-2022-23508,no security controls to block unauthorized access, ,alter a Kubernetes cluster's resources, ,local user or process,Weave GitOps, ,GitOps run
CVE-2022-23509,The communication between GitOps Run and the local S3 bucket is not encrypted, ,alter the bucket content, ,privileged users or process,Weave GitOps, ,
CVE-2022-23531,Relative Path Traversal, ,write an arbitrary file, , ,GuardDog,prior to 0.1.5,
CVE-2022-23601,CSRF protection is not enabled in form when not explicitly enabled, ,CSRF attacks, , ,Symfony, ,
CVE-2022-23732,path traversal, ,bypass of CSRF protections, ,attacker,GitHub Enterprise Server,prior to 3.5,management console
CVE-2022-23765, , ,steal root privileges,POST request,remote attackers,IPTIME NAS, ,
CVE-2022-23854,,path traversal exploit,read files on the system, ,unauthenticated user,AVEVA InTouch Access Anywhere,2020 R2 and older,
CVE-2022-24045,sets the session cookie on the browser via client-side JavaScript code without applying any security attributes, ,sniff the network and capture sensitive information, ,attacker,Desigo, ,
CVE-2022-24725, , ,exposure of the home directory,escape or escapeAll functions, ,Shescape,1.4.0 to 1.5.1,
CVE-2022-24730,path traversal bug,improper access control bug,leak sensitive files,API request,malicious user,Argo CD,starting with version 1.3.0 but before versions 2.1.11 2.2.6 and 2.3.0,repo-server
CVE-2022-24895,does not clear CSRF tokens upon login, ,bypass the CSRF protection mechanism, ,same-site attackers,Symfony, ,
CVE-2022-24900,,,path traversal attacks,untrusted input, ,Piano LED Visualizer,1.3 and prior,
CVE-2022-25146,does not check if the origin of event messages it receives matches the origin of the Remote App, ,exfiltrate the CSRF token,crafted event message,attackers,Liferay Portal,v7.4.3.4 through v7.4.3.8,Remote App module
CVE-2022-25216,absolute path traversal, ,download any file,HTTP GET request,remote attacker,DVDFab 12 Player, ,
CVE-2022-25856, , Directory Traversal,arbitrary file reads,pathname containing a symbolic link or an implicit directory name, ,[invalid URL removed] 1.7.1,GitArtifactReader,
CVE-2022-26612, , ,write outside expected base directory, , ,Apache Hadoop, ,unTar function
CVE-2022-2712, , relative path traversal,access critical data, such as configuration files and deployed application source code,remote unauthenticated attacker,Eclipse GlassFish,versions 5.1.0 to 6.2.5,
CVE-2022-27226,CSRF, ,remote code execution,create a crontab entry,threat actor,iRZ Mobile Routers,through 2022-03-16,
CVE-2022-27626,Race Condition, ,execute arbitrary commands, ,remote attackers,Synology DiskStation Manager,before 7.1.1-42962-2,Out-of-Band (OOB) Management
CVE-2022-2783, , , , , ,Octopus Server, ,
CVE-2022-2788,,Path Traversal: '..Filename',execute the malicious code,upload procedure,attackers,Emerson Electric's Proficy Machine Edition,Version 9.80 and prior,
CVE-2022-27925, , directory traversal,upload arbitrary files,authenticated user with administrator rights,Zimbra Collaboration,8.8.15 and 9.0,mboximport functionality,
CVE-2022-28215,insufficient URL validation, ,redirect users to a malicious site, ,unauthenticated attacker,SAP NetWeaver,versions 740 750 787,
CVE-2022-28814, , relative path traversal,read arbitrary files and gain full control of the device, ,remote attackers,Carlo Gavazzi UWP3.0, ,
CVE-2022-29062,,Multiple relative path traversal vulnerabilities,write to the underlying filesystem,crafted HTTP requests,authenticated attacker,Fortinet FortiSOAR,before 7.2.1,
CVE-2022-29081, , access-control bypass, ,../RestAPI substring, ,Zoho ManageEngine, ,
CVE-2022-2922, , Relative Path Traversal, , , ,dnnsoftware/dnn.platform,prior to 9.11.0,
CVE-2022-29596, , authentication bypass, ,Uid=/../../../../../../../../../../../windows/win.ini%00.jpg&Pwd=_any_password_&ConnMode=1&3054=Login substring, ,MicroStrategy Enterprise Manager,2022,
CVE-2022-29836,Improper Limitation of a Pathname to a Restricted Directory, Path Traversal, ,abuse certain parameters,attacker,Western Digital, ,
CVE-2022-30299, , path traversal,retrieve specific parts of files,specially crafted web requests,authenticated attacker,FortiWeb,7.0.0 through 7.0.1 | 6.3.0 through 6.3.19 | 6.4 all versions | 6.2 all versions | 6.1 all versions | 6.0 all versions,API
CVE-2022-30300, , relative path traversal,obtain unauthorized access to files and data,specifically crafted HTTP GET requests,authenticated attacker,FortiWeb,7.0.0 through 7.0.1 | 6.3.6 through 6.3.18 | 6.4 all versions,
CVE-2022-30302,Multiple relative path traversal vulnerabilities, ,retrieve and delete arbitrary files,specially crafted web requests,remote and authenticated attacker,FortiDeceptor,1.0.0 through 3.2.x | 3.3.0 through 3.3.2 | 4.0.0 through 4.0.1,management interface
CVE-2022-3090, , path traversal,obtain user credential hashes, ,attacker,Red Lion Controls Crimson 3.0,707.000 and prior,
CVE-2022-31255,Improper Limitation of a Pathname to a Restricted Directory, Path Traversal,read files, ,remote attackers,SUSE Linux Enterprise Module for SUSE Manager Server,4.2,spacewalk/Uyuni
CVE-2022-31501, , absolute path traversal, , , ,ChaoticOnyx/OnyxForum,before 2022-05-04,
CVE-2022-31502, , absolute path traversal, , , ,operatorequals/wormnest,through 0.4.7,
CVE-2022-31503, , absolute path traversal, , , ,orchest/orchest,before 2022.05.0,
CVE-2022-31504, , absolute path traversal, , , ,ChangeWeDer/BaiduWenkuSpider_flaskWeb,before 2021-11-29,
CVE-2022-31505, , absolute path traversal, , , ,cheo0/MercadoEnLineaBack,through 2022-05-04,
CVE-2022-31506, , absolute path traversal, , , ,cmusatyalab/opendiamond,through 10.1.1,
CVE-2022-31507, , absolute path traversal, , , ,ganga-devs/ganga,before 8.5.10,
CVE-2022-31508, , absolute path traversal, , , ,idayrus/evoting,before 2022-05-08,
CVE-2022-31509, , absolute path traversal, , , ,iedadata/usap-dc-website,through 1.0.1,
CVE-2022-31510, , absolute path traversal, , , ,sergeKashkin/Simple-RAT,before 2022-05-03,
CVE-2022-31511, , absolute path traversal, , , ,AFDudley/equanimity,through 2014-04-23,
CVE-2022-31512, , absolute path traversal, , , ,Atom02/flask-mvc,through 2020-09-14,
CVE-2022-31513, , absolute path traversal, , , ,BolunHan/Krypton,through 2021-06-03,
CVE-2022-31514, , absolute path traversal, , , ,Caoyongqi912/Fan_Platform,through 2021-04-20,
CVE-2022-31515, , absolute path traversal, , , ,Delor4/CarceresBE,through 1.0,
CVE-2022-31516, , absolute path traversal, , , ,Harveyzyh/Python,through 2022-05-04,
CVE-2022-31517, , absolute path traversal, , , ,HolgerGraef/MSM,through 2021-04-20,
CVE-2022-31518, , absolute path traversal, , , ,JustAnotherSoftwareDeveloper/Python-Recipe-Database,through 2021-03-31,
CVE-2022-31519, , absolute path traversal, , , ,Lukasavicus/WindMill,through 1.0,
CVE-2022-31520, , absolute path traversal, , , ,Luxas98/logstash-management-api,through 2020-05-04,
CVE-2022-31521, , absolute path traversal, , , ,Niyaz-Mohamed/mosaic,through 1.0.0,
CVE-2022-31522, , absolute path traversal, , , ,NotVinay/karaokey,through 2019-12-11,
CVE-2022-31523, , absolute path traversal, , , ,PaddlePaddle/Anakin,through 0.1.1,
CVE-2022-31524, , absolute path traversal, , , ,PureStorage-OpenConnect/swagger,through 1.1.5,
CVE-2022-31525, , absolute path traversal, , , ,SummaLabs/DLS,through 0.1.0,
CVE-2022-31526, , absolute path traversal, , , ,ThundeRatz/ThunderDocs,through 2020-05-01,
CVE-2022-31527, , absolute path traversal, , , ,Wildog/flask-file-server,through 2020-02-20,
CVE-2022-31528, , absolute path traversal, , , ,bonn-activity-maps/bam_annotation_tool,through 2021-08-31,
CVE-2022-31529, , absolute path traversal, , , ,cinemaproject/monorepo,through 2021-03-03,
CVE-2022-31530, , absolute path traversal, , , ,csm-aut/csm,through 3.5,
CVE-2022-31531, , absolute path traversal, , , ,dainst/cilantro,through 0.0.4,
CVE-2022-31532, , absolute path traversal, , , ,dankolbman/travel_blahg,through 2016-01-16,
CVE-2022-31533, , absolute path traversal, , , ,decentraminds/umbral,through 2020-01-15,
CVE-2022-31534, , absolute path traversal, , , ,echoleegroup/PythonWeb,through 2018-10-31,
CVE-2022-31535, , absolute path traversal, , , ,freefood89/Fishtank,through 2015-06-24,
CVE-2022-31536, , absolute path traversal, , , ,jaygarza1982/ytdl-sync,through 2021-01-02,
CVE-2022-31537, , absolute path traversal, , , ,jmcginty15/Solar-system-simulator,through 2021-07-26,
CVE-2022-31538, , absolute path traversal, , , ,joaopedro-fg/mp-m08-interface,through 2020-12-10,
CVE-2022-31539, , absolute path traversal, , , ,kotekan/kotekan,through 2021.11,
CVE-2022-31540, , absolute path traversal, , , ,kumardeepak/hin-eng-preprocessing,through 2019-07-16,
CVE-2022-31541, , absolute path traversal, , , ,lyubolp/Barry-Voice-Assistant,through 2021-01-18,
CVE-2022-31542, , absolute path traversal, , , ,mandoku/mdweb,through 2015-05-07,
