"cve_id","Container","adp_providerMetadata_orgId","adp_providerMetadata_shortName","adp_providerMetadata_dateUpdated","CVE_Description","cna_providerMetadata_orgId","cna_providerMetadata_shortName","cna_providerMetadata_dateUpdated","CWE_ID","CWE_Description"
"CVE-2021-47456","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T14:56:11.841Z","In the Linux kernel, the following vulnerability has been resolved:  can: peak_pci: peak_pci_remove(): fix UAF  When remove the module peek_pci, referencing 'chan' again after releasing 'dev' will cause UAF.  Fix this by releasing 'dev' later.  The following log reveals it:  [   35.961814 ] BUG: KASAN: use-after-free in peak_pci_remove+0x16f/0x270 [peak_pci] [   35.963414 ] Read of size 8 at addr ffff888136998ee8 by task modprobe/5537 [   35.965513 ] Call Trace: [   35.965718 ]  dump_stack_lvl+0xa8/0xd1 [   35.966028 ]  print_address_description+0x87/0x3b0 [   35.966420 ]  kasan_report+0x172/0x1c0 [   35.966725 ]  ? peak_pci_remove+0x16f/0x270 [peak_pci] [   35.967137 ]  ? trace_irq_enable_rcuidle+0x10/0x170 [   35.967529 ]  ? peak_pci_remove+0x16f/0x270 [peak_pci] [   35.967945 ]  __asan_report_load8_noabort+0x14/0x20 [   35.968346 ]  peak_pci_remove+0x16f/0x270 [peak_pci] [   35.968752 ]  pci_device_remove+0xa9/0x250","","","","CWE-416","CWE-416 Use After Free"
"CVE-2021-47456","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-22T14:56:11.841Z","In the Linux kernel, the following vulnerability has been resolved:  can: peak_pci: peak_pci_remove(): fix UAF  When remove the module peek_pci, referencing 'chan' again after releasing 'dev' will cause UAF.  Fix this by releasing 'dev' later.  The following log reveals it:  [   35.961814 ] BUG: KASAN: use-after-free in peak_pci_remove+0x16f/0x270 [peak_pci] [   35.963414 ] Read of size 8 at addr ffff888136998ee8 by task modprobe/5537 [   35.965513 ] Call Trace: [   35.965718 ]  dump_stack_lvl+0xa8/0xd1 [   35.966028 ]  print_address_description+0x87/0x3b0 [   35.966420 ]  kasan_report+0x172/0x1c0 [   35.966725 ]  ? peak_pci_remove+0x16f/0x270 [peak_pci] [   35.967137 ]  ? trace_irq_enable_rcuidle+0x10/0x170 [   35.967529 ]  ? peak_pci_remove+0x16f/0x270 [peak_pci] [   35.967945 ]  __asan_report_load8_noabort+0x14/0x20 [   35.968346 ]  peak_pci_remove+0x16f/0x270 [peak_pci] [   35.968752 ]  pci_device_remove+0xa9/0x250","","","","CWE-467","CWE-467 Use of sizeof() on a Pointer Type"
"CVE-2021-47548","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-28T17:34:01.504Z","In the Linux kernel, the following vulnerability has been resolved:  ethernet: hisilicon: hns: hns_dsaf_misc: fix a possible array overflow in hns_dsaf_ge_srst_by_port()  The if statement:   if (port >= DSAF_GE_NUM)         return;  limits the value of port less than DSAF_GE_NUM (i.e., 8). However, if the value of port is 6 or 7, an array overflow could occur:   port_rst_off = dsaf_dev->mac_cb[port]->port_rst_off;  because the length of dsaf_dev->mac_cb is DSAF_MAX_PORT_NUM (i.e., 6).  To fix this possible array overflow, we first check port and if it is greater than or equal to DSAF_MAX_PORT_NUM, the function returns.","","","","CWE-129","CWE-129 Improper Validation of Array Index"
"CVE-2021-47354","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-24T15:43:45.477Z","In the Linux kernel, the following vulnerability has been resolved:  drm/sched: Avoid data corruptions  Wait for all dependencies of a job  to complete before killing it to avoid data corruptions.","","","","CWE-787","CWE-787 Out-of-bounds Write"
"CVE-2021-47476","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-25T18:24:03.718Z","In the Linux kernel, the following vulnerability has been resolved:  comedi: ni_usb6501: fix NULL-deref in command paths  The driver uses endpoint-sized USB transfer buffers but had no sanity checks on the sizes. This can lead to zero-size-pointer dereferences or overflowed transfer buffers in ni6501_port_command() and ni6501_counter_command() if a (malicious) device has smaller max-packet sizes than expected (or when doing descriptor fuzz testing).  Add the missing sanity checks to probe().","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2021-47367","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T15:02:07.855Z","In the Linux kernel, the following vulnerability has been resolved:  virtio-net: fix pages leaking when building skb in big mode  We try to use build_skb() if we had sufficient tailroom. But we forget to release the unused pages chained via private in big mode which will leak pages. Fixing this by release the pages after building the skb in big mode.","","","","CWE-119","CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer"
"CVE-2021-47503","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-28T16:03:25.985Z","In the Linux kernel, the following vulnerability has been resolved:  scsi: pm80xx: Do not call scsi_remove_host() in pm8001_alloc()  Calling scsi_remove_host() before scsi_add_host() results in a crash:   BUG: kernel NULL pointer dereference, address: 0000000000000108  RIP: 0010:device_del+0x63/0x440  Call Trace:   device_unregister+0x17/0x60   scsi_remove_host+0xee/0x2a0   pm8001_pci_probe+0x6ef/0x1b90 [pm80xx]   local_pci_probe+0x3f/0x90  We cannot call scsi_remove_host() in pm8001_alloc() because scsi_add_host() has not been called yet at that point in time.  Function call tree:    pm8001_pci_probe()   |   `- pm8001_pci_alloc()   |  |   |  `- pm8001_alloc()   |     |   |     `- scsi_remove_host()   |   `- scsi_add_host()","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2021-47284","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T17:53:49.572Z","In the Linux kernel, the following vulnerability has been resolved:  isdn: mISDN: netjet: Fix crash in nj_probe:  'nj_setup' in netjet.c might fail with -EIO and in this case 'card->irq' is initialized and is bigger than zero. A subsequent call to 'nj_release' will free the irq that has not been requested.  Fix this bug by deleting the previous assignment to 'card->irq' and just keep the assignment before 'request_irq'.  The KASAN's log reveals it:  [    3.354615 ] WARNING: CPU: 0 PID: 1 at kernel/irq/manage.c:1826 free_irq+0x100/0x480 [    3.355112 ] Modules linked in: [    3.355310 ] CPU: 0 PID: 1 Comm: swapper/0 Not tainted 5.13.0-rc1-00144-g25a1298726e #13 [    3.355816 ] Hardware name: QEMU Standard PC (Q35 + ICH9, 2009), BIOS rel-1.12.0-59-gc9ba5276e321-prebuilt.qemu.org 04/01/2014 [    3.356552 ] RIP: 0010:free_irq+0x100/0x480 [    3.356820 ] Code: 6e 08 74 6f 4d 89 f4 e8 5e ac 09 00 4d 8b 74 24 18 4d 85 f6 75 e3 e8 4f ac 09 00 8b 75 c8 48 c7 c7 78 c1 2e 85 e8 e0 cf f5 ff <0f> 0b 48 8b 75 c0 4c 89 ff e8 72 33 0b 03 48 8b 43 40 4c 8b a0 80 [    3.358012 ] RSP: 0000:ffffc90000017b48 EFLAGS: 00010082 [    3.358357 ] RAX: 0000000000000000 RBX: ffff888104dc8000 RCX: 0000000000000000 [    3.358814 ] RDX: ffff8881003c8000 RSI: ffffffff8124a9e6 RDI: 00000000ffffffff [    3.359272 ] RBP: ffffc90000017b88 R08: 0000000000000000 R09: 0000000000000000 [    3.359732 ] R10: ffffc900000179f0 R11: 0000000000001d04 R12: 0000000000000000 [    3.360195 ] R13: ffff888107dc6000 R14: ffff888107dc6928 R15: ffff888104dc80a8 [    3.360652 ] FS:  0000000000000000(0000) GS:ffff88817bc00000(0000) knlGS:0000000000000000 [    3.361170 ] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033 [    3.361538 ] CR2: 0000000000000000 CR3: 000000000582e000 CR4: 00000000000006f0 [    3.362003 ] DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000 [    3.362175 ] DR3: 0000000000000000 DR6: 00000000fffe0ff0 DR7: 0000000000000400 [    3.362175 ] Call Trace: [    3.362175 ]  nj_release+0x51/0x1e0 [    3.362175 ]  nj_probe+0x450/0x950 [    3.362175 ]  ? pci_device_remove+0x110/0x110 [    3.362175 ]  local_pci_probe+0x45/0xa0 [    3.362175 ]  pci_device_probe+0x12b/0x1d0 [    3.362175 ]  really_probe+0x2a9/0x610 [    3.362175 ]  driver_probe_device+0x90/0x1d0 [    3.362175 ]  ? mutex_lock_nested+0x1b/0x20 [    3.362175 ]  device_driver_attach+0x68/0x70 [    3.362175 ]  __driver_attach+0x124/0x1b0 [    3.362175 ]  ? device_driver_attach+0x70/0x70 [    3.362175 ]  bus_for_each_dev+0xbb/0x110 [    3.362175 ]  ? rdinit_setup+0x45/0x45 [    3.362175 ]  driver_attach+0x27/0x30 [    3.362175 ]  bus_add_driver+0x1eb/0x2a0 [    3.362175 ]  driver_register+0xa9/0x180 [    3.362175 ]  __pci_register_driver+0x82/0x90 [    3.362175 ]  ? w6692_init+0x38/0x38 [    3.362175 ]  nj_init+0x36/0x38 [    3.362175 ]  do_one_initcall+0x7f/0x3d0 [    3.362175 ]  ? rdinit_setup+0x45/0x45 [    3.362175 ]  ? rcu_read_lock_sched_held+0x4f/0x80 [    3.362175 ]  kernel_init_freeable+0x2aa/0x301 [    3.362175 ]  ? rest_init+0x2c0/0x2c0 [    3.362175 ]  kernel_init+0x18/0x190 [    3.362175 ]  ? rest_init+0x2c0/0x2c0 [    3.362175 ]  ? rest_init+0x2c0/0x2c0 [    3.362175 ]  ret_from_fork+0x1f/0x30 [    3.362175 ] Kernel panic - not syncing: panic_on_warn set ... [    3.362175 ] CPU: 0 PID: 1 Comm: swapper/0 Not tainted 5.13.0-rc1-00144-g25a1298726e #13 [    3.362175 ] Hardware name: QEMU Standard PC (Q35 + ICH9, 2009), BIOS rel-1.12.0-59-gc9ba5276e321-prebuilt.qemu.org 04/01/2014 [    3.362175 ] Call Trace: [    3.362175 ]  dump_stack+0xba/0xf5 [    3.362175 ]  ? free_irq+0x100/0x480 [    3.362175 ]  panic+0x15a/0x3f2 [    3.362175 ]  ? __warn+0xf2/0x150 [    3.362175 ]  ? free_irq+0x100/0x480 [    3.362175 ]  __warn+0x108/0x150 [    3.362175 ]  ? free_irq+0x100/0x480 [    3.362175 ]  report_bug+0x119/0x1c0 [    3.362175 ]  handle_bug+0x3b/0x80 [    3.362175 ]  exc_invalid_op+0x18/0x70 [    3.362175 ]  asm_exc_invalid_op+0x12/0x20 [    3.362175 ] RIP: 0010:free_irq+0x100 ---truncated---","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption"
"CVE-2021-47586","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-20T15:20:18.459Z","In the Linux kernel, the following vulnerability has been resolved:  net: stmmac: dwmac-rk: fix oob read in rk_gmac_setup  KASAN reports an out-of-bounds read in rk_gmac_setup on the line:  while (ops->regs[i]) {  This happens for most platforms since the regs flexible array member is empty, so the memory after the ops structure is being read here.  It seems that mostly this happens to contain zero anyway, so we get lucky and everything still works.  To avoid adding redundant data to nearly all the ops structures, add a new flag to indicate whether the regs field is valid and avoid this loop when it is not.","","","","CWE-125","CWE-125 Out-of-bounds Read"
"CVE-2021-47295","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-06T17:38:18.984Z","In the Linux kernel, the following vulnerability has been resolved:  net: sched: fix memory leak in tcindex_partial_destroy_work  Syzbot reported memory leak in tcindex_set_parms(). The problem was in non-freed perfect hash in tcindex_partial_destroy_work().  In tcindex_set_parms() new tcindex_data is allocated and some fields from old one are copied to new one, but not the perfect hash. Since tcindex_partial_destroy_work() is the destroy function for old tcindex_data, we need to free perfect hash to avoid memory leak.","","","","CWE-400","CWE-400 Uncontrolled Resource Consumption"
"CVE-2021-47230","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-28T19:55:05.278Z","In the Linux kernel, the following vulnerability has been resolved:  KVM: x86: Immediately reset the MMU context when the SMM flag is cleared  Immediately reset the MMU context when the vCPU's SMM flag is cleared so that the SMM flag in the MMU role is always synchronized with the vCPU's flag.  If RSM fails (which isn't correctly emulated), KVM will bail without calling post_leave_smm() and leave the MMU in a bad state.  The bad MMU role can lead to a NULL pointer dereference when grabbing a shadow page's rmap for a page fault as the initial lookups for the gfn will happen with the vCPU's SMM flag (=0), whereas the rmap lookup will use the shadow page's SMM flag, which comes from the MMU (=1).  SMM has an entirely different set of memslots, and so the initial lookup can find a memslot (SMM=0) and then explode on the rmap memslot lookup (SMM=1).    general protection fault, probably for non-canonical address 0xdffffc0000000000: 0000 [#1] PREEMPT SMP KASAN   KASAN: null-ptr-deref in range [0x0000000000000000-0x0000000000000007]   CPU: 1 PID: 8410 Comm: syz-executor382 Not tainted 5.13.0-rc5-syzkaller #0   Hardware name: Google Google Compute Engine/Google Compute Engine, BIOS Google 01/01/2011   RIP: 0010:__gfn_to_rmap arch/x86/kvm/mmu/mmu.c:935 [inline]   RIP: 0010:gfn_to_rmap+0x2b0/0x4d0 arch/x86/kvm/mmu/mmu.c:947   Code: <42> 80 3c 20 00 74 08 4c 89 ff e8 f1 79 a9 00 4c 89 fb 4d 8b 37 44   RSP: 0018:ffffc90000ffef98 EFLAGS: 00010246   RAX: 0000000000000000 RBX: ffff888015b9f414 RCX: ffff888019669c40   RDX: 0000000000000000 RSI: 0000000000000001 RDI: 0000000000000001   RBP: 0000000000000001 R08: ffffffff811d9cdb R09: ffffed10065a6002   R10: ffffed10065a6002 R11: 0000000000000000 R12: dffffc0000000000   R13: 0000000000000003 R14: 0000000000000001 R15: 0000000000000000   FS:  000000000124b300(0000) GS:ffff8880b9b00000(0000) knlGS:0000000000000000   CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033   CR2: 0000000000000000 CR3: 0000000028e31000 CR4: 00000000001526e0   DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000   DR3: 0000000000000000 DR6: 00000000fffe0ff0 DR7: 0000000000000400   Call Trace:    rmap_add arch/x86/kvm/mmu/mmu.c:965 [inline]    mmu_set_spte+0x862/0xe60 arch/x86/kvm/mmu/mmu.c:2604    __direct_map arch/x86/kvm/mmu/mmu.c:2862 [inline]    direct_page_fault+0x1f74/0x2b70 arch/x86/kvm/mmu/mmu.c:3769    kvm_mmu_do_page_fault arch/x86/kvm/mmu.h:124 [inline]    kvm_mmu_page_fault+0x199/0x1440 arch/x86/kvm/mmu/mmu.c:5065    vmx_handle_exit+0x26/0x160 arch/x86/kvm/vmx/vmx.c:6122    vcpu_enter_guest+0x3bdd/0x9630 arch/x86/kvm/x86.c:9428    vcpu_run+0x416/0xc20 arch/x86/kvm/x86.c:9494    kvm_arch_vcpu_ioctl_run+0x4e8/0xa40 arch/x86/kvm/x86.c:9722    kvm_vcpu_ioctl+0x70f/0xbb0 arch/x86/kvm/../../../virt/kvm/kvm_main.c:3460    vfs_ioctl fs/ioctl.c:51 [inline]    __do_sys_ioctl fs/ioctl.c:1069 [inline]    __se_sys_ioctl+0xfb/0x170 fs/ioctl.c:1055    do_syscall_64+0x3f/0xb0 arch/x86/entry/common.c:47    entry_SYSCALL_64_after_hwframe+0x44/0xae   RIP: 0033:0x440ce9","","","","CWE-476","CWE-476 NULL Pointer Dereference"
"CVE-2021-47324","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-05-21T15:57:01.332Z","In the Linux kernel, the following vulnerability has been resolved:  watchdog: Fix possible use-after-free in wdt_startup()  This module's remove path calls del_timer(). However, that function does not wait until the timer handler finishes. This means that the timer handler may still be running after the driver's remove function has finished, which would result in a use-after-free.  Fix by calling del_timer_sync(), which makes sure the timer handler has finished, and unable to re-schedule itself.","","","","CWE-416","CWE-416 Use After Free"
"CVE-2021-47519","adp","134c704f-9b21-4f2e-91b3-4a467353bcc0","CISA-ADP","2024-06-05T16:01:05.472Z","In the Linux kernel, the following vulnerability has been resolved:  can: m_can: m_can_read_fifo: fix memory leak in error branch  In m_can_read_fifo(), if the second call to m_can_fifo_read() fails, the function jump to the out_fail label and returns without calling m_can_receive_skb(). This means that the skb previously allocated by alloc_can_skb() is not freed. In other terms, this is a memory leak.  This patch adds a goto label to destroy the skb if an error occurs.  Issue was found with GCC -fanalyzer, please follow the link below for details.","","","","CWE-401","CWE-401 Missing Release of Memory after Effective Lifetime"
